opportunity_id,customer_id,product_id,opportunity_name,stage,amount,probability,close_date,created_date,opportunity_type,region,sales_rep,lead_source,competitor
OPP-000171,CUST-000266,PROD-000009,Company F266 - Product I,Negotiation,150350.41,60,2025-01-08,2024-09-12,Cross-sell,North America,Rep_17,Web,Competitor A
OPP-000172,CUST-000972,PROD-000005,Company J972 - Product E,Qualification,458984.33,73,2024-10-26,2024-09-06,Upsell,North America,Rep_3,Web,
OPP-000173,CUST-000462,PROD-000006,Company T462 - Product F,Closed Lost,812772.29,98,2025-06-28,2025-01-21,Renewal,Latin America,Rep_39,Sales,
OPP-000174,CUST-000585,PROD-000017,Company M585 - Product Q,Closed Won,360831.65,23,2023-11-07,2023-09-04,Renewal,Latin America,Rep_12,Web,
OPP-000175,CUST-000820,PROD-000018,Company N820 - Product R,Qualification,940556.07,57,2024-11-10,2024-07-10,Renewal,EMEA,Rep_30,Sales,
OPP-000176,CUST-000567,PROD-000016,Company U567 - Product P,Qualification,549025.9,77,2023-09-10,2023-04-11,Cross-sell,North America,Rep_12,Marketing,Competitor B
OPP-000177,CUST-000443,PROD-000016,Company A443 - Product P,Qualification,225241.25,93,2025-04-29,2025-01-16,Renewal,North America,Rep_31,Marketing,Competitor C
OPP-000178,CUST-000943,PROD-000013,Company G943 - Product M,Negotiation,886888.89,32,2024-04-05,2023-11-01,Renewal,APAC,Rep_44,Sales,Competitor B
OPP-000179,CUST-000494,PROD-000017,Company Z494 - Product Q,Proposal,951913.79,24,2023-02-18,2023-01-01,Renewal,EMEA,Rep_40,Web,Competitor A
OPP-000180,CUST-000817,PROD-000016,Company K817 - Product P,Proposal,182374.63,95,2025-01-26,2024-12-01,Cross-sell,EMEA,Rep_5,Sales,Competitor C
OPP-000181,CUST-000814,PROD-000007,Company H814 - Product G,Qualification,121567.7,60,2024-11-20,2024-06-07,Renewal,Latin America,Rep_12,Sales,
OPP-000182,CUST-000650,PROD-000003,Company Z650 - Product C,Negotiation,36941.02,42,2024-02-02,2023-09-26,Cross-sell,APAC,Rep_3,Web,
OPP-000183,CUST-000466,PROD-000010,Company X466 - Product J,Closed Won,393624.19,75,2026-02-27,2025-09-27,New Business,APAC,Rep_16,Sales,
OPP-000184,CUST-000713,PROD-000003,Company K713 - Product C,Closed Won,781615.6,39,2024-08-17,2024-07-18,New Business,EMEA,Rep_20,Partner,
OPP-000185,CUST-000039,PROD-000001,Company M39 - Product A,Negotiation,686082.3,92,2023-11-10,2023-08-14,Renewal,EMEA,Rep_5,Sales,Competitor A
OPP-000186,CUST-000557,PROD-000012,Company K557 - Product L,Proposal,580886.61,33,2025-04-30,2025-02-22,New Business,EMEA,Rep_37,Sales,
OPP-000187,CUST-000456,PROD-000015,Company N456 - Product O,Prospecting,389468.76,86,2025-11-10,2025-08-15,Cross-sell,North America,Rep_16,Marketing,Competitor A
OPP-000188,CUST-000691,PROD-000018,Company O691 - Product R,Proposal,59380.78,97,2025-09-23,2025-07-18,New Business,EMEA,Rep_27,Marketing,
OPP-000189,CUST-000687,PROD-000009,Company K687 - Product I,Qualification,136999.65,30,2024-07-17,2024-04-07,Renewal,Latin America,Rep_44,Marketing,
OPP-000190,CUST-000285,PROD-000017,Company Y285 - Product Q,Prospecting,96630.06,24,2023-12-08,2023-07-17,Renewal,North America,Rep_7,Marketing,
OPP-000191,CUST-000493,PROD-000008,Company Y493 - Product H,Closed Lost,453717.59,88,2024-05-20,2023-12-09,Cross-sell,APAC,Rep_49,Referral,
OPP-000192,CUST-000422,PROD-000005,Company F422 - Product E,Proposal,585818.94,67,2025-08-17,2025-07-04,Cross-sell,APAC,Rep_12,Sales,Competitor B
OPP-000193,CUST-000981,PROD-000015,Company S981 - Product O,Negotiation,132996.43,45,2023-10-06,2023-04-20,Renewal,EMEA,Rep_7,Partner,
OPP-000194,CUST-000989,PROD-000017,Company A989 - Product Q,Closed Won,740391.67,80,2024-06-14,2023-12-31,New Business,EMEA,Rep_7,Marketing,
OPP-000195,CUST-000878,PROD-000010,Company T878 - Product J,Negotiation,219146.72,97,2023-07-08,2023-03-20,Renewal,North America,Rep_12,Sales,Competitor A
OPP-000196,CUST-000810,PROD-000002,Company D810 - Product B,Qualification,830799.62,31,2024-07-19,2024-02-22,Cross-sell,APAC,Rep_8,Partner,
OPP-000197,CUST-000887,PROD-000004,Company C887 - Product D,Qualification,747397.95,63,2025-06-12,2025-04-17,Renewal,EMEA,Rep_44,Referral,Competitor C
OPP-000198,CUST-000324,PROD-000005,Company L324 - Product E,Negotiation,225739.41,81,2025-02-21,2024-09-15,New Business,North America,Rep_31,Marketing,
OPP-000199,CUST-000430,PROD-000002,Company N430 - Product B,Qualification,530300.17,98,2025-11-03,2025-05-09,New Business,APAC,Rep_29,Web,
OPP-000200,CUST-000770,PROD-000016,Company P770 - Product P,Qualification,700722.4,24,2025-12-20,2025-09-28,New Business,Latin America,Rep_18,Web,Competitor A
OPP-000201,CUST-000457,PROD-000016,Company O457 - Product P,Negotiation,354578.42,97,2024-05-24,2024-03-12,New Business,North America,Rep_30,Web,Competitor B
OPP-000202,CUST-000575,PROD-000001,Company C575 - Product A,Closed Lost,202525.25,25,2025-07-01,2025-04-01,New Business,EMEA,Rep_48,Web,
OPP-000203,CUST-000305,PROD-000015,Company S305 - Product O,Closed Won,336128.69,84,2025-07-09,2025-05-31,New Business,APAC,Rep_35,Partner,
OPP-000204,CUST-000318,PROD-000011,Company F318 - Product K,Prospecting,250245.88,96,2025-07-14,2025-05-04,Cross-sell,North America,Rep_6,Partner,Competitor C
OPP-000205,CUST-000678,PROD-000006,Company B678 - Product F,Proposal,508486.92,53,2024-10-27,2024-06-12,Upsell,North America,Rep_14,Referral,
OPP-000206,CUST-000864,PROD-000003,Company F864 - Product C,Prospecting,161617.11,45,2024-10-08,2024-07-15,Upsell,Latin America,Rep_47,Sales,Competitor C
OPP-000207,CUST-000076,PROD-000011,Company X76 - Product K,Proposal,114782.98,44,2025-04-22,2025-03-06,Upsell,North America,Rep_2,Partner,
OPP-000208,CUST-000630,PROD-000014,Company F630 - Product N,Prospecting,633056.78,42,2025-11-23,2025-06-20,Renewal,EMEA,Rep_35,Sales,Competitor A
OPP-000209,CUST-000067,PROD-000006,Company O67 - Product F,Closed Lost,991543.13,100,2025-07-05,2025-04-18,Renewal,APAC,Rep_25,Marketing,Competitor A
OPP-000210,CUST-000008,PROD-000011,Company H8 - Product K,Closed Won,401213.32,83,2025-03-19,2024-12-13,Cross-sell,Latin America,Rep_23,Partner,Competitor A
OPP-000211,CUST-000392,PROD-000005,Company B392 - Product E,Qualification,726094.61,81,2025-07-27,2025-04-24,Cross-sell,APAC,Rep_4,Sales,Competitor A
OPP-000212,CUST-000369,PROD-000001,Company E369 - Product A,Negotiation,225451.77,16,2024-02-18,2023-11-18,New Business,North America,Rep_9,Web,
OPP-000213,CUST-000192,PROD-000011,Company J192 - Product K,Closed Won,664862.75,53,2024-03-26,2024-02-14,Renewal,Latin America,Rep_31,Partner,Competitor C
OPP-000214,CUST-000499,PROD-000003,Company E499 - Product C,Closed Won,542995.54,27,2025-10-01,2025-06-22,New Business,Latin America,Rep_1,Referral,
OPP-000215,CUST-000398,PROD-000010,Company H398 - Product J,Qualification,705592.02,68,2025-02-11,2024-09-11,Upsell,Latin America,Rep_15,Partner,Competitor A
OPP-000216,CUST-000166,PROD-000001,Company J166 - Product A,Negotiation,513140.05,18,2024-05-25,2024-03-04,Upsell,Latin America,Rep_49,Referral,
OPP-000217,CUST-000946,PROD-000007,Company J946 - Product G,Negotiation,458293.05,71,2023-09-18,2023-07-16,New Business,EMEA,Rep_39,Web,Competitor B
OPP-000218,CUST-000398,PROD-000008,Company H398 - Product H,Proposal,974874.76,100,2025-03-10,2024-12-24,Cross-sell,Latin America,Rep_15,Sales,Competitor B
OPP-000219,CUST-000762,PROD-000007,Company H762 - Product G,Qualification,737625.53,44,2024-12-16,2024-10-23,Upsell,EMEA,Rep_47,Marketing,
OPP-000220,CUST-000788,PROD-000002,Company H788 - Product B,Qualification,192979.22,40,2025-04-10,2024-11-20,Cross-sell,Latin America,Rep_37,Partner,Competitor A
OPP-000221,CUST-000103,PROD-000001,Company Y103 - Product A,Closed Won,108879.26,49,2023-07-20,2023-04-07,Cross-sell,APAC,Rep_3,Sales,Competitor C
OPP-000222,CUST-000468,PROD-000014,Company Z468 - Product N,Closed Won,873889.01,44,2025-04-28,2025-02-18,New Business,Latin America,Rep_15,Sales,Competitor C
OPP-000223,CUST-000860,PROD-000008,Company B860 - Product H,Proposal,17249.64,86,2023-12-25,2023-09-08,Renewal,North America,Rep_30,Web,Competitor C
OPP-000224,CUST-000421,PROD-000003,Company E421 - Product C,Prospecting,126835.18,75,2025-05-07,2024-12-19,New Business,North America,Rep_34,Partner,
OPP-000225,CUST-000915,PROD-000017,Company E915 - Product Q,Prospecting,616561.71,83,2024-01-18,2023-10-08,New Business,Latin America,Rep_27,Partner,
OPP-000226,CUST-000815,PROD-000003,Company I815 - Product C,Qualification,624787.19,89,2024-02-10,2023-12-26,Upsell,Latin America,Rep_47,Web,Competitor A
OPP-000227,CUST-000910,PROD-000016,Company Z910 - Product P,Proposal,832509.84,27,2024-03-09,2023-11-24,Cross-sell,Latin America,Rep_42,Marketing,
OPP-000228,CUST-000936,PROD-000013,Company Z936 - Product M,Closed Won,910205.46,32,2023-07-05,2023-02-27,New Business,APAC,Rep_12,Marketing,Competitor A
OPP-000229,CUST-000132,PROD-000016,Company B132 - Product P,Qualification,325122.99,50,2025-01-26,2024-10-20,Upsell,Latin America,Rep_13,Referral,
OPP-000230,CUST-000781,PROD-000004,Company A781 - Product D,Prospecting,637831.59,32,2023-09-28,2023-06-29,Renewal,APAC,Rep_2,Web,
OPP-000231,CUST-000217,PROD-000006,Company I217 - Product F,Closed Won,667325.42,64,2024-06-01,2024-03-19,Upsell,APAC,Rep_29,Referral,Competitor C
OPP-000232,CUST-000301,PROD-000003,Company O301 - Product C,Qualification,541886.87,21,2024-02-19,2023-08-28,Cross-sell,EMEA,Rep_32,Marketing,Competitor A
OPP-000233,CUST-000983,PROD-000010,Company U983 - Product J,Closed Won,784611.19,34,2024-11-05,2024-10-02,Upsell,EMEA,Rep_36,Partner,Competitor B
OPP-000234,CUST-000998,PROD-000009,Company J998 - Product I,Closed Lost,634616.84,29,2024-01-28,2023-10-15,New Business,APAC,Rep_46,Web,
OPP-000235,CUST-000089,PROD-000008,Company K89 - Product H,Qualification,517263.42,34,2025-02-27,2024-11-20,Renewal,APAC,Rep_8,Sales,Competitor B
OPP-000236,CUST-000298,PROD-000017,Company L298 - Product Q,Proposal,677800.36,78,2025-07-02,2025-04-05,Upsell,APAC,Rep_30,Partner,Competitor B
OPP-000237,CUST-000891,PROD-000006,Company G891 - Product F,Proposal,111502.34,77,2024-09-02,2024-04-28,Renewal,Latin America,Rep_33,Referral,Competitor C
OPP-000238,CUST-000177,PROD-000016,Company U177 - Product P,Prospecting,512653.04,56,2025-05-02,2025-01-19,Upsell,Latin America,Rep_41,Partner,Competitor B
OPP-000239,CUST-000543,PROD-000016,Company W543 - Product P,Closed Won,184829.1,89,2025-03-19,2025-01-14,Cross-sell,North America,Rep_35,Partner,Competitor A
OPP-000240,CUST-000239,PROD-000013,Company E239 - Product M,Proposal,212160.4,12,2024-09-29,2024-04-05,Cross-sell,North America,Rep_23,Sales,
OPP-000241,CUST-000385,PROD-000013,Company U385 - Product M,Closed Won,808891.05,57,2025-01-17,2024-10-10,Renewal,EMEA,Rep_11,Marketing,Competitor B
OPP-000242,CUST-000741,PROD-000007,Company M741 - Product G,Negotiation,808601.92,87,2024-12-21,2024-08-05,Cross-sell,Latin America,Rep_45,Partner,Competitor B
OPP-000243,CUST-000588,PROD-000018,Company P588 - Product R,Closed Won,105164.87,70,2024-04-08,2023-11-27,Cross-sell,Latin America,Rep_34,Marketing,Competitor C
OPP-000244,CUST-000482,PROD-000005,Company N482 - Product E,Prospecting,804542.08,76,2024-07-03,2024-04-13,New Business,APAC,Rep_15,Marketing,
OPP-000245,CUST-000652,PROD-000006,Company B652 - Product F,Closed Won,346820.73,27,2025-09-14,2025-03-28,Renewal,Latin America,Rep_39,Sales,Competitor C
OPP-000246,CUST-000816,PROD-000004,Company J816 - Product D,Closed Lost,732428.58,92,2024-02-28,2023-10-19,Renewal,Latin America,Rep_21,Referral,
OPP-000247,CUST-000959,PROD-000013,Company W959 - Product M,Negotiation,593152.43,88,2024-09-10,2024-03-16,Cross-sell,North America,Rep_30,Web,Competitor A
OPP-000248,CUST-000438,PROD-000001,Company V438 - Product A,Closed Lost,115426.8,99,2024-03-29,2024-02-23,Renewal,EMEA,Rep_19,Referral,Competitor A
OPP-000249,CUST-000584,PROD-000001,Company L584 - Product A,Proposal,625013.22,20,2023-05-18,2023-03-29,New Business,North America,Rep_39,Sales,
OPP-000250,CUST-000006,PROD-000017,Company F6 - Product Q,Closed Lost,933018.75,67,2023-11-19,2023-09-24,Cross-sell,Latin America,Rep_19,Web,
OPP-000251,CUST-000286,PROD-000011,Company Z286 - Product K,Proposal,424643.02,51,2025-05-29,2025-04-29,Cross-sell,Latin America,Rep_26,Marketing,
OPP-000252,CUST-000453,PROD-000016,Company K453 - Product P,Closed Won,428153.72,12,2025-03-10,2025-01-15,Renewal,EMEA,Rep_21,Web,Competitor C
OPP-000253,CUST-000141,PROD-000012,Company K141 - Product L,Closed Won,887950.24,97,2023-12-10,2023-09-25,Upsell,North America,Rep_43,Partner,Competitor B
OPP-000254,CUST-000545,PROD-000016,Company Y545 - Product P,Proposal,614589.3,91,2026-02-07,2025-09-19,Cross-sell,EMEA,Rep_13,Marketing,Competitor C
OPP-000255,CUST-000545,PROD-000015,Company Y545 - Product O,Prospecting,649255.88,62,2024-04-10,2023-11-28,Upsell,EMEA,Rep_13,Web,Competitor C
OPP-000256,CUST-000099,PROD-000002,Company U99 - Product B,Prospecting,144357.28,43,2024-01-29,2023-11-15,Renewal,North America,Rep_19,Marketing,
OPP-000257,CUST-000668,PROD-000012,Company R668 - Product L,Closed Lost,541688.8,31,2025-08-23,2025-05-01,Renewal,North America,Rep_10,Marketing,Competitor C
OPP-000258,CUST-000024,PROD-000005,Company X24 - Product E,Prospecting,846039.61,52,2025-10-22,2025-09-08,Upsell,North America,Rep_3,Referral,Competitor C
OPP-000259,CUST-000898,PROD-000008,Company N898 - Product H,Closed Lost,999002.04,64,2025-08-24,2025-06-11,Renewal,Latin America,Rep_32,Partner,
OPP-000260,CUST-000253,PROD-000001,Company S253 - Product A,Prospecting,632893.16,41,2025-08-28,2025-03-19,Cross-sell,APAC,Rep_23,Referral,Competitor B
OPP-000261,CUST-000512,PROD-000004,Company R512 - Product D,Closed Lost,413131.86,81,2025-03-30,2025-02-15,Renewal,Latin America,Rep_48,Sales,Competitor C
OPP-000262,CUST-000639,PROD-000016,Company O639 - Product P,Proposal,228527.36,20,2024-07-13,2024-06-08,New Business,North America,Rep_18,Sales,
OPP-000263,CUST-000615,PROD-000014,Company Q615 - Product N,Closed Won,383598.78,52,2024-09-05,2024-07-16,Upsell,APAC,Rep_18,Marketing,Competitor C
OPP-000264,CUST-000356,PROD-000004,Company R356 - Product D,Closed Won,861057.84,28,2025-03-24,2024-10-20,Renewal,EMEA,Rep_11,Partner,
OPP-000265,CUST-000078,PROD-000010,Company Z78 - Product J,Negotiation,58284.93,37,2024-05-29,2024-01-21,Cross-sell,APAC,Rep_7,Web,Competitor B
OPP-000266,CUST-000916,PROD-000003,Company F916 - Product C,Qualification,749884.34,37,2023-05-27,2023-02-22,Cross-sell,EMEA,Rep_10,Partner,Competitor B
OPP-000267,CUST-000369,PROD-000005,Company E369 - Product E,Closed Won,265583.33,75,2025-02-08,2024-10-05,Upsell,North America,Rep_9,Sales,Competitor A
OPP-000268,CUST-000636,PROD-000018,Company L636 - Product R,Prospecting,677522.58,29,2024-09-22,2024-07-04,Upsell,EMEA,Rep_14,Partner,
OPP-000269,CUST-000946,PROD-000016,Company J946 - Product P,Negotiation,97889.5,16,2025-04-19,2024-11-26,Upsell,EMEA,Rep_39,Marketing,
OPP-000270,CUST-000373,PROD-000013,Company I373 - Product M,Proposal,867723.1,69,2024-04-01,2023-11-05,Renewal,North America,Rep_29,Sales,
OPP-000271,CUST-000026,PROD-000003,Company Z26 - Product C,Qualification,394242.94,60,2025-11-20,2025-06-30,Cross-sell,EMEA,Rep_43,Marketing,
OPP-000272,CUST-000413,PROD-000003,Company W413 - Product C,Closed Won,915681.82,87,2025-02-22,2024-09-20,Renewal,Latin America,Rep_25,Partner,
OPP-000273,CUST-000862,PROD-000006,Company D862 - Product F,Proposal,617142.97,97,2025-12-28,2025-09-16,Upsell,APAC,Rep_42,Partner,
OPP-000274,CUST-000818,PROD-000008,Company L818 - Product H,Proposal,146953.95,55,2025-03-18,2024-12-30,Renewal,North America,Rep_30,Web,Competitor C
OPP-000275,CUST-000524,PROD-000010,Company D524 - Product J,Prospecting,962680.04,40,2025-11-16,2025-06-18,Renewal,APAC,Rep_12,Web,
OPP-000276,CUST-000589,PROD-000016,Company Q589 - Product P,Negotiation,288578.63,43,2024-09-30,2024-07-24,New Business,North America,Rep_38,Web,
OPP-000277,CUST-000213,PROD-000010,Company E213 - Product J,Proposal,89711.92,86,2024-09-13,2024-04-23,Cross-sell,APAC,Rep_28,Sales,Competitor C
OPP-000278,CUST-000590,PROD-000003,Company R590 - Product C,Prospecting,323919.15,70,2023-06-23,2023-04-01,Upsell,APAC,Rep_37,Marketing,
OPP-000279,CUST-000640,PROD-000009,Company P640 - Product I,Prospecting,790878.69,92,2024-10-05,2024-08-25,Cross-sell,Latin America,Rep_45,Marketing,
OPP-000280,CUST-000335,PROD-000007,Company W335 - Product G,Negotiation,363497.66,74,2024-03-25,2024-01-17,Upsell,APAC,Rep_15,Partner,Competitor C
OPP-000281,CUST-000351,PROD-000014,Company M351 - Product N,Qualification,530080.41,52,2024-05-04,2023-12-18,Cross-sell,Latin America,Rep_6,Sales,Competitor C
OPP-000282,CUST-000488,PROD-000012,Company T488 - Product L,Qualification,914650.22,96,2025-11-05,2025-09-03,Renewal,North America,Rep_17,Web,Competitor A
OPP-000283,CUST-000606,PROD-000004,Company H606 - Product D,Closed Lost,916267.4,95,2024-11-10,2024-10-08,New Business,Latin America,Rep_37,Partner,
OPP-000284,CUST-000157,PROD-000010,Company A157 - Product J,Closed Won,739493.89,18,2023-03-16,2023-01-30,Upsell,North America,Rep_36,Partner,
OPP-000285,CUST-000144,PROD-000009,Company N144 - Product I,Closed Lost,368056.38,63,2025-03-31,2025-02-10,New Business,APAC,Rep_8,Referral,
OPP-000286,CUST-000326,PROD-000018,Company N326 - Product R,Closed Won,595653.68,61,2024-09-15,2024-05-28,New Business,EMEA,Rep_40,Marketing,
OPP-000287,CUST-000268,PROD-000011,Company H268 - Product K,Closed Lost,887864.15,74,2023-07-09,2023-04-15,Renewal,Latin America,Rep_7,Partner,
OPP-000288,CUST-000270,PROD-000008,Company J270 - Product H,Prospecting,318839.37,49,2024-08-09,2024-03-12,Renewal,APAC,Rep_45,Web,Competitor A
OPP-000289,CUST-000233,PROD-000007,Company Y233 - Product G,Closed Lost,766473.65,62,2024-11-13,2024-06-06,Renewal,APAC,Rep_5,Marketing,Competitor C
OPP-000290,CUST-000849,PROD-000002,Company Q849 - Product B,Negotiation,735746.88,62,2025-05-19,2025-01-07,Renewal,Latin America,Rep_9,Referral,Competitor B
OPP-000291,CUST-000350,PROD-000011,Company L350 - Product K,Closed Won,25664.49,57,2025-02-28,2024-12-26,Cross-sell,APAC,Rep_25,Web,Competitor C
OPP-000292,CUST-000467,PROD-000013,Company Y467 - Product M,Closed Won,590305.23,12,2026-03-11,2025-09-28,New Business,APAC,Rep_17,Partner,Competitor B
OPP-000293,CUST-000528,PROD-000018,Company H528 - Product R,Qualification,694738.87,10,2025-03-05,2024-12-19,Upsell,North America,Rep_33,Web,
OPP-000294,CUST-000615,PROD-000010,Company Q615 - Product J,Proposal,856811.75,50,2025-10-28,2025-07-19,Renewal,APAC,Rep_18,Sales,
OPP-000295,CUST-000778,PROD-000004,Company X778 - Product D,Negotiation,182987.83,29,2024-08-17,2024-07-01,Cross-sell,APAC,Rep_7,Marketing,Competitor C
OPP-000296,CUST-000812,PROD-000013,Company F812 - Product M,Qualification,876913.89,78,2023-07-17,2023-03-10,Renewal,North America,Rep_31,Marketing,Competitor C
OPP-000297,CUST-000322,PROD-000007,Company J322 - Product G,Proposal,456556.56,41,2024-08-03,2024-05-11,New Business,Latin America,Rep_6,Partner,
OPP-000298,CUST-000717,PROD-000003,Company O717 - Product C,Closed Lost,505339.29,31,2025-04-26,2025-01-20,Renewal,Latin America,Rep_40,Partner,Competitor C
OPP-000299,CUST-000317,PROD-000016,Company E317 - Product P,Qualification,12636.13,51,2025-08-02,2025-04-27,Cross-sell,Latin America,Rep_44,Marketing,Competitor A
OPP-000300,CUST-000962,PROD-000011,Company Z962 - Product K,Closed Lost,875023.7,31,2025-11-05,2025-08-10,Renewal,North America,Rep_50,Sales,Competitor C
OPP-000301,CUST-000092,PROD-000018,Company N92 - Product R,Closed Won,916618.92,97,2023-08-07,2023-03-26,Renewal,APAC,Rep_9,Partner,
OPP-000302,CUST-000811,PROD-000001,Company E811 - Product A,Proposal,104556.91,21,2024-07-26,2024-05-05,Cross-sell,APAC,Rep_43,Marketing,
OPP-000303,CUST-000871,PROD-000018,Company M871 - Product R,Qualification,18576.05,55,2025-05-01,2024-11-21,Cross-sell,EMEA,Rep_36,Sales,Competitor C
OPP-000304,CUST-000762,PROD-000015,Company H762 - Product O,Negotiation,774721.57,78,2025-08-30,2025-07-11,Cross-sell,EMEA,Rep_47,Sales,
OPP-000305,CUST-000893,PROD-000009,Company I893 - Product I,Closed Won,778062.0,56,2025-10-27,2025-08-16,New Business,North America,Rep_2,Web,
OPP-000306,CUST-000201,PROD-000002,Company S201 - Product B,Proposal,350289.93,89,2024-10-22,2024-09-08,Cross-sell,North America,Rep_41,Marketing,Competitor B
OPP-000307,CUST-000754,PROD-000004,Company Z754 - Product D,Closed Won,979414.06,52,2026-01-21,2025-09-21,New Business,APAC,Rep_26,Web,
OPP-000308,CUST-000154,PROD-000012,Company X154 - Product L,Closed Won,186036.38,78,2024-03-11,2023-12-20,New Business,Latin America,Rep_15,Referral,Competitor B
OPP-000309,CUST-000887,PROD-000009,Company C887 - Product I,Closed Won,764582.56,83,2024-01-07,2023-11-15,New Business,EMEA,Rep_44,Marketing,Competitor B
OPP-000310,CUST-000474,PROD-000018,Company F474 - Product R,Closed Won,74380.35,43,2026-01-16,2025-09-10,Upsell,EMEA,Rep_30,Partner,Competitor B
OPP-000311,CUST-000073,PROD-000012,Company U73 - Product L,Closed Won,982209.3,32,2025-04-09,2024-12-21,Upsell,North America,Rep_17,Marketing,
OPP-000312,CUST-000262,PROD-000011,Company B262 - Product K,Proposal,578490.95,40,2025-07-29,2025-06-16,New Business,APAC,Rep_6,Sales,Competitor A
OPP-000313,CUST-000025,PROD-000002,Company Y25 - Product B,Proposal,163190.26,34,2024-09-24,2024-06-11,New Business,EMEA,Rep_47,Marketing,Competitor C
OPP-000314,CUST-000247,PROD-000007,Company M247 - Product G,Negotiation,97239.86,41,2025-03-03,2025-01-11,Cross-sell,Latin America,Rep_24,Partner,Competitor C
OPP-000315,CUST-000414,PROD-000001,Company X414 - Product A,Prospecting,952747.21,51,2023-10-15,2023-07-20,New Business,EMEA,Rep_25,Sales,Competitor A
OPP-000316,CUST-000451,PROD-000012,Company I451 - Product L,Proposal,303864.24,67,2025-08-27,2025-04-07,New Business,North America,Rep_48,Marketing,Competitor A
OPP-000317,CUST-000322,PROD-000018,Company J322 - Product R,Closed Lost,413194.43,88,2025-03-12,2024-09-23,Cross-sell,Latin America,Rep_6,Partner,Competitor C
OPP-000318,CUST-000508,PROD-000004,Company N508 - Product D,Negotiation,744008.12,100,2024-08-30,2024-04-12,Upsell,APAC,Rep_45,Partner,Competitor C
OPP-000319,CUST-000574,PROD-000007,Company B574 - Product G,Proposal,128482.56,81,2025-09-11,2025-06-26,New Business,Latin America,Rep_45,Sales,
OPP-000320,CUST-000231,PROD-000005,Company W231 - Product E,Closed Won,859110.13,86,2025-11-25,2025-08-19,Cross-sell,North America,Rep_50,Sales,Competitor A
OPP-000321,CUST-000945,PROD-000015,Company I945 - Product O,Proposal,687591.56,89,2024-04-27,2024-03-02,New Business,Latin America,Rep_4,Web,Competitor A
OPP-000322,CUST-000400,PROD-000014,Company J400 - Product N,Closed Lost,750730.92,92,2025-12-02,2025-07-28,New Business,North America,Rep_9,Marketing,Competitor A
OPP-000323,CUST-000539,PROD-000014,Company S539 - Product N,Closed Lost,729443.07,91,2025-09-06,2025-07-05,Upsell,North America,Rep_45,Partner,Competitor B
OPP-000324,CUST-000530,PROD-000016,Company J530 - Product P,Closed Lost,132262.92,78,2025-06-04,2025-03-30,Renewal,APAC,Rep_36,Referral,Competitor B
OPP-000325,CUST-000823,PROD-000008,Company Q823 - Product H,Closed Lost,92881.49,73,2023-10-04,2023-06-05,Renewal,Latin America,Rep_16,Sales,
OPP-000326,CUST-000556,PROD-000001,Company J556 - Product A,Closed Won,572795.94,58,2025-07-11,2025-05-05,New Business,EMEA,Rep_1,Referral,Competitor B
OPP-000327,CUST-000542,PROD-000004,Company V542 - Product D,Proposal,501603.65,100,2024-11-29,2024-10-08,New Business,APAC,Rep_1,Marketing,Competitor C
OPP-000328,CUST-000098,PROD-000012,Company T98 - Product L,Qualification,147760.79,91,2024-12-03,2024-08-05,Renewal,EMEA,Rep_36,Sales,Competitor B
OPP-000329,CUST-000291,PROD-000017,Company E291 - Product Q,Closed Lost,461306.41,100,2024-10-07,2024-07-18,Upsell,Latin America,Rep_35,Sales,Competitor A
OPP-000330,CUST-000825,PROD-000015,Company S825 - Product O,Closed Lost,664398.09,44,2023-08-09,2023-02-17,Cross-sell,North America,Rep_31,Referral,
OPP-000331,CUST-000631,PROD-000007,Company G631 - Product G,Qualification,261547.74,34,2025-07-13,2025-01-22,Renewal,North America,Rep_47,Marketing,Competitor B
OPP-000332,CUST-000912,PROD-000018,Company B912 - Product R,Proposal,97488.58,52,2024-12-02,2024-09-16,New Business,EMEA,Rep_43,Partner,
OPP-000333,CUST-000377,PROD-000012,Company M377 - Product L,Closed Lost,32837.35,28,2025-12-03,2025-06-24,Renewal,EMEA,Rep_16,Marketing,
OPP-000334,CUST-000710,PROD-000016,Company H710 - Product P,Proposal,556893.89,32,2023-05-01,2023-02-14,Cross-sell,EMEA,Rep_14,Marketing,
OPP-000335,CUST-000263,PROD-000006,Company C263 - Product F,Proposal,848726.39,71,2025-06-17,2025-03-12,Renewal,North America,Rep_3,Web,
OPP-000336,CUST-000583,PROD-000015,Company K583 - Product O,Proposal,51241.47,84,2025-10-21,2025-09-16,Cross-sell,EMEA,Rep_31,Marketing,
OPP-000337,CUST-000712,PROD-000003,Company J712 - Product C,Closed Lost,588579.41,52,2026-02-10,2025-09-22,Renewal,APAC,Rep_12,Partner,Competitor B
OPP-000338,CUST-000707,PROD-000011,Company E707 - Product K,Prospecting,901574.25,52,2023-06-06,2023-02-06,Renewal,APAC,Rep_1,Sales,Competitor B
OPP-000339,CUST-000906,PROD-000010,Company V906 - Product J,Closed Won,497215.6,75,2024-11-18,2024-06-11,Renewal,APAC,Rep_32,Web,Competitor C
OPP-000340,CUST-000198,PROD-000001,Company P198 - Product A,Closed Lost,982710.77,88,2024-06-09,2024-03-11,New Business,APAC,Rep_31,Sales,
OPP-000341,CUST-000696,PROD-000011,Company T696 - Product K,Prospecting,422523.56,26,2025-01-09,2024-11-05,New Business,Latin America,Rep_29,Marketing,Competitor A
